,Gene,EffectSize,StdEffect,P-Value,FDR,pBH
900,ENSG00000065970,0.01989844420944832,0.06059965955622978,0.8047667495707285,False,1.0
901,ENSG00000065978,0.3220857732222259,0.634500028757949,0.0038719037109043166,False,1.0
902,ENSG00000065989,-0.17487492838701818,-0.3443932208067198,0.15186548605376474,False,1.0
903,ENSG00000066027,0.13195464550276598,0.37732393525811597,0.06862162316701997,False,1.0
904,ENSG00000066032,0.004297142937891238,0.008377760526300456,0.9734831357374893,False,1.0
905,ENSG00000066044,-0.018082233155282772,-0.07166014190047619,0.7733633119906405,False,1.0
906,ENSG00000066056,-0.012660763126119603,-0.0228955340095425,0.9274589886354914,False,1.0
907,ENSG00000066084,-0.07082163569004096,-0.1869961722640487,0.4221209600514251,False,1.0
908,ENSG00000066117,0.04960966659938365,0.26847624989926266,0.29870972576520394,False,1.0
909,ENSG00000066135,-0.09552505009147606,-0.5258573497359462,0.021422100620885155,False,1.0
910,ENSG00000066136,-0.06623413494764169,-0.3737495767731677,0.1214703618123301,False,1.0
911,ENSG00000066185,0.04545138733740272,0.1519270685110068,0.5328937293921603,False,1.0
912,ENSG00000066230,-0.01768256324418933,-0.0429898886508189,0.8641934572525765,False,1.0
913,ENSG00000066248,-0.3509599256558498,-0.40006516801833203,0.08988166933595577,False,1.0
914,ENSG00000066279,0.12366183712750901,0.32608057769184434,0.13884241547887743,False,1.0
915,ENSG00000066294,0.32285758537902776,0.45209954217005277,0.04900966313221729,False,1.0
916,ENSG00000066322,-0.20254129360692602,-0.29814087796196553,0.2014970524275974,False,1.0
917,ENSG00000066336,0.44859262824613694,0.5537858568668159,0.01578533307677919,False,1.0
918,ENSG00000066379,-0.00429270994514557,-0.015156392617879936,0.9520749433604968,False,1.0
919,ENSG00000066382,-0.09449525719679903,-0.26729982717286155,0.22141253095045377,False,1.0
920,ENSG00000066405,0.19804479145997825,0.6580700105866458,0.005231929239428464,False,1.0
921,ENSG00000066422,0.01450781111593829,0.0357356042808937,0.8833053800145177,False,1.0
922,ENSG00000066427,-0.16755586763314292,-0.7077230678108953,0.002853938823756189,False,1.0
923,ENSG00000066455,0.03707903684904637,0.12285376108730668,0.6041391893072394,False,1.0
924,ENSG00000066468,-0.08122623015066313,-0.16548789102539002,0.47683154670887584,False,1.0
925,ENSG00000066557,-0.06322004389126964,-0.12782208289444863,0.5781152708863075,False,1.0
926,ENSG00000066583,0.06832839039709666,0.16245857979838474,0.5091142109377634,False,1.0
927,ENSG00000066629,-0.07794954264372068,-0.20109459278061403,0.39316152150781714,False,1.0
928,ENSG00000066651,-0.05785840534407231,-0.1711434869568191,0.47614095365289955,False,1.0
929,ENSG00000066654,-0.04543128160985459,-0.1170804175544575,0.6261435311824428,False,1.0
930,ENSG00000066697,-0.06819844673489497,-0.21972373883136612,0.4452159380522307,False,1.0
931,ENSG00000066735,0.06674148490180877,0.17156647598431432,0.4359002453521692,False,1.0
