,Gene,EffectSize,P-Value,FDR,pBH,FDR2,pBH2,FDR-2stage,P-2stage,-log10(pBH),Significant
0,ENSG00000000003,2.9144231776513108,0.003563465008290564,False,1.0,False,0.17568736269149873,False,0.18439806294906155,-0.0,False
1,ENSG00000000419,0.9824787967017417,0.3258640237754137,False,1.0,False,0.7168550487007058,False,0.752397214976588,-0.0,False
2,ENSG00000000457,0.06438171168151074,0.9486662917763354,False,1.0,False,0.988621819552914,False,1.0,-0.0,False
3,ENSG00000000460,-0.07218511468585873,0.9424545910285517,False,1.0,False,0.9870293210447267,False,1.0,-0.0,False
4,ENSG00000000938,1.9937175735777621,0.04618292777326577,False,1.0,False,0.36981676344221237,False,0.3881525328863911,-0.0,False
5,ENSG00000000971,1.59195756841064,0.11139423892559239,False,1.0,False,0.4980501049135153,False,0.5227437716103476,-0.0,False
6,ENSG00000001036,1.9434204224445388,0.05196538171053011,False,1.0,False,0.37984990958198084,False,0.3986831293112852,-0.0,False
7,ENSG00000001084,1.0407441973342884,0.2979942848350534,False,1.0,False,0.6954403435745176,False,0.7299207540439455,-0.0,False
8,ENSG00000001167,3.3449725287311316,0.0008229072067611977,False,1.0,False,0.13197410861943654,False,0.13851747567971615,-0.0,False
9,ENSG00000001460,-2.7276384460768957,0.006378948289820552,False,1.0,False,0.20374393383341385,False,0.21384569818191734,-0.0,False
10,ENSG00000001461,-2.0135110333848765,0.04406089542056496,False,1.0,False,0.36273423161837376,False,0.3807188442642662,-0.0,False
11,ENSG00000001497,-0.0776456242817208,0.9381099489770057,False,1.0,False,0.9866017726290229,False,1.0,-0.0,False
12,ENSG00000001561,-0.05736539172200473,0.9542541309895902,False,1.0,False,0.9895180827244258,False,1.0,-0.0,False
13,ENSG00000001617,1.0539826990760333,0.2918908381513735,False,1.0,False,0.6905932046625609,False,0.7248332906514913,-0.0,False
14,ENSG00000001626,-0.6802985034260111,0.4963154719561005,False,1.0,False,0.8217568067900461,False,0.8625000743700223,-0.0,False
15,ENSG00000001629,0.9830304133121752,0.32559247043145534,False,1.0,False,0.7167089042523869,False,0.7522438245860218,-0.0,False
16,ENSG00000001630,-1.7882806710129442,0.07373073672429692,False,1.0,False,0.4304830535425639,False,0.45182669936844033,-0.0,False
17,ENSG00000001631,0.8722766331475192,0.3830574819404984,False,1.0,False,0.7551678794892158,False,0.7926096222622615,-0.0,False
18,ENSG00000002016,0.3899802539858723,0.696551148280404,False,1.0,False,0.9111791520150399,False,0.9563560409645336,-0.0,False
19,ENSG00000002079,0.09149384663568608,0.9271001954037472,False,1.0,False,0.983920597996846,False,1.0,-0.0,False
20,ENSG00000002330,-0.5014980084556734,0.6160206790972196,False,1.0,False,0.8784888090878374,False,0.92204488835476,-0.0,False
21,ENSG00000002549,2.3462327113498023,0.018964262817527028,False,1.0,False,0.2682538284869849,False,0.28155403777407473,-0.0,False
22,ENSG00000002586,2.4219398833408152,0.015437904200437565,False,1.0,False,0.2542267905560299,False,0.26683152965649876,-0.0,False
23,ENSG00000002587,-1.6980421869273679,0.08949979982633315,False,1.0,False,0.46096983163716226,False,0.4838250328858792,-0.0,False
24,ENSG00000002745,0.37354359296578793,0.7087439068553565,False,1.0,False,0.9147759053245613,False,0.9601311237765285,-0.0,False
25,ENSG00000002746,-2.416688227731925,0.01566242596169843,False,1.0,False,0.25537896358027734,False,0.2680408282116057,-0.0,False
26,ENSG00000002822,-2.45299982768399,0.014167040652207568,False,1.0,False,0.24770317151157167,False,0.25998446509370465,-0.0,False
27,ENSG00000002834,-0.8996292658294107,0.36831757739611115,False,1.0,False,0.7443731965083601,False,0.7812797314760114,-0.0,False
28,ENSG00000002919,-0.3313200315499184,0.7404027619942697,False,1.0,False,0.9278216988516217,False,0.9738237367178904,-0.0,False
29,ENSG00000002933,3.2395440414656544,0.0011972097597004547,False,1.0,False,0.13874485612512594,False,0.14562392150279257,-0.0,False
30,ENSG00000003056,0.7715263300701859,0.44039502189011825,False,1.0,False,0.7887798972284137,False,0.8278881469550197,-0.0,False
31,ENSG00000003096,0.37350037835221256,0.708776063786839,False,1.0,False,0.9147759053245613,False,0.9601311237765285,-0.0,False
32,ENSG00000003137,-3.1565707608014573,0.0015963614918627978,False,1.0,False,0.1561503442099075,False,0.1638923856560882,-0.0,False
33,ENSG00000003147,-2.0126760837506104,0.044148717004668034,False,1.0,False,0.3631826617982563,False,0.38118950792084033,-0.0,False
34,ENSG00000003249,-2.027819312735971,0.04257869252952528,False,1.0,False,0.3573363351842927,False,0.375053316413,-0.0,False
35,ENSG00000003393,-1.1505467927319968,0.24991873316768942,False,1.0,False,0.658432994598514,False,0.6910785552567859,-0.0,False
36,ENSG00000003400,0.9744627411659861,0.3298268302617078,False,1.0,False,0.7200279918455592,False,0.755727474824508,-0.0,False
37,ENSG00000003402,1.8709570124318864,0.06135103964080694,False,1.0,False,0.4026976103919912,False,0.4226636348391849,-0.0,False
38,ENSG00000003436,1.8956437652155613,0.05800716597912555,False,1.0,False,0.3950195383154454,False,0.41460487866908713,-0.0,False
39,ENSG00000003509,0.5218105974872645,0.6018022103347935,False,1.0,False,0.8732771075839679,False,0.9165747871063863,-0.0,False
40,ENSG00000003756,-0.43351732079230293,0.6646389855381147,False,1.0,False,0.8979834270454262,False,0.9425060628765932,-0.0,False
41,ENSG00000003987,-0.8457883961005092,0.39767079993998367,False,1.0,False,0.7628370232340378,False,0.8006590074278088,-0.0,False
