,Gene,EffectSize,P-Value,FDR,pBH,FDR2,pBH2,FDR-2stage,P-2stage,-log10(pBH),Significant
0,ENSG00000000003,-0.9494714353332396,0.34238089332699595,False,1.0,False,0.9046939577147358,False,0.9494995649626768,-0.0,False
1,ENSG00000000419,0.031946600225512496,0.9745146359814757,False,1.0,False,0.9982921591917019,False,1.0,-0.0,False
2,ENSG00000000457,-0.996806980592661,0.3188582092792904,False,1.0,False,0.8912136513769461,False,0.9353516369322666,-0.0,False
3,ENSG00000000460,-0.8291814598728884,0.4070017344028529,False,1.0,False,0.9295269338845699,False,0.975562411817039,-0.0,False
4,ENSG00000000938,-1.1879028569026635,0.23487168402812741,False,1.0,False,0.8438397584595599,False,0.8856315185076116,-0.0,False
5,ENSG00000000971,-1.6592537167318389,0.09706467739937065,False,1.0,False,0.6941708235632176,False,0.7285501238982381,-0.0,False
6,ENSG00000001036,-0.5897279650301354,0.555373043566711,False,1.0,False,0.9695687522473838,False,1.0,-0.0,False
7,ENSG00000001084,-0.04460462151517337,0.9644224588917263,False,1.0,False,0.9979126033456909,False,1.0,-0.0,False
8,ENSG00000001167,-1.7771377331658456,0.0755455812189737,False,1.0,False,0.6584805560626809,False,0.6910922706914341,-0.0,False
9,ENSG00000001460,2.5527287328262043,0.01068827039239784,False,1.0,False,0.3949632178993508,False,0.4145240502312953,-0.0,False
10,ENSG00000001461,1.605908389314144,0.10829403997404353,False,1.0,False,0.7098725333641744,False,0.7450294719673226,-0.0,False
11,ENSG00000001497,-1.3704972545362857,0.17053173183689174,False,1.0,False,0.7827152977675943,False,0.821479825727212,-0.0,False
12,ENSG00000001561,0.3508404019698279,0.7257080850185461,False,1.0,False,0.9863227538586742,False,1.0,-0.0,False
13,ENSG00000001617,0.5543054894856353,0.5793697940798169,False,1.0,False,0.9711098687796822,False,1.0,-0.0,False
14,ENSG00000001626,0.10324766909079337,0.9177664075739755,False,1.0,False,0.9966453887668996,False,1.0,-0.0,False
15,ENSG00000001629,-0.06636689943397651,0.9470857225069488,False,1.0,False,0.9976226246043683,False,1.0,-0.0,False
16,ENSG00000001630,1.2727905938974455,0.20309235983430984,False,1.0,False,0.8186898107407902,False,0.8592360018644734,-0.0,False
17,ENSG00000001631,0.4674308751711052,0.640191637075883,False,1.0,False,0.9797099251786593,False,1.0,-0.0,False
18,ENSG00000002016,-0.5561859228545056,0.5780837615588426,False,1.0,False,0.9711098687796822,False,1.0,-0.0,False
19,ENSG00000002079,0.8861726827442958,0.3755244815572467,False,1.0,False,0.9196066226617231,False,0.9651507901740907,-0.0,False
20,ENSG00000002330,0.8371860801604603,0.4024879805619693,False,1.0,False,0.9292613962549071,False,0.9752837232487159,-0.0,False
21,ENSG00000002549,-1.4114058195273398,0.15812498800050356,False,1.0,False,0.7699071840432853,False,0.80803738112424,-0.0,False
22,ENSG00000002586,-1.613562602838501,0.10662233402430166,False,1.0,False,0.7084134550819975,False,0.743498131802663,-0.0,False
23,ENSG00000002587,0.969167896083953,0.33246142612297425,False,1.0,False,0.9004672059778299,False,0.9450634803606143,-0.0,False
24,ENSG00000002745,-0.504077443274362,0.6142069572486422,False,1.0,False,0.9779151984092799,False,1.0,-0.0,False
25,ENSG00000002746,1.4305853995356603,0.15254907439341492,False,1.0,False,0.7650135652225595,False,0.8029014023750181,-0.0,False
26,ENSG00000002822,1.1653988160197317,0.24385759634535398,False,1.0,False,0.8495840316151663,False,0.8916602808484725,-0.0,False
27,ENSG00000002834,2.728593269194375,0.006360510046817182,False,1.0,False,0.3441493476536036,False,0.36119358717141037,-0.0,False
28,ENSG00000002919,1.8117497905869597,0.07002486640523528,False,1.0,False,0.6424033878779062,False,0.674218869396884,-0.0,False
29,ENSG00000002933,-1.2369743502340946,0.21609660528978303,False,1.0,False,0.8313429706359162,False,0.8725158184404271,-0.0,False
30,ENSG00000003056,-0.296202156044244,0.7670757023963429,False,1.0,False,0.9903068315116272,False,1.0,-0.0,False
31,ENSG00000003096,0.21319180932341555,0.8311773566356266,False,1.0,False,0.994323508021466,False,1.0,-0.0,False
32,ENSG00000003137,2.245739004898157,0.024720730243443928,False,1.0,False,0.4894587518864459,False,0.5136995422820048,-0.0,False
33,ENSG00000003147,0.7740615799716994,0.43889437615779836,False,1.0,False,0.9400137069652337,False,0.9865685497414091,-0.0,False
34,ENSG00000003249,1.7237211333366176,0.08475819800509075,False,1.0,False,0.6748233881037509,False,0.7082444930324028,-0.0,False
35,ENSG00000003393,0.8250570441438999,0.4093392056075177,False,1.0,False,0.9302161588763075,False,0.9762857711632972,-0.0,False
36,ENSG00000003400,-1.7098247038874155,0.08729829336006698,False,1.0,False,0.6782983188972815,False,0.7118915222278527,-0.0,False
37,ENSG00000003402,-1.2717244296462675,0.20347104749959066,False,1.0,False,0.8194388418789743,False,0.8600221292988224,-0.0,False
38,ENSG00000003436,-1.6145100565111574,0.10641683729621225,False,1.0,False,0.7082658956895439,False,0.7433432644270758,-0.0,False
39,ENSG00000003509,-0.4635056842222824,0.6430019414177943,False,1.0,False,0.9802657563411595,False,1.0,-0.0,False
40,ENSG00000003756,-0.8352879020846263,0.4035556273555527,False,1.0,False,0.9293405880493811,False,0.9753668370727451,-0.0,False
41,ENSG00000003987,-0.6663473571546978,0.5051891023790449,False,1.0,False,0.9619618227857404,False,1.0,-0.0,False
42,ENSG00000003989,-0.9529474392146703,0.34061670232995944,False,1.0,False,0.9039487440180358,False,0.9487174440312978,-0.0,False
43,ENSG00000004059,0.8017826606192323,0.42267869040133843,False,1.0,False,0.9338660378019773,False,0.9801164129206976,-0.0,False
44,ENSG00000004139,0.7390881896817375,0.45985344790919824,False,1.0,False,0.9456366255136137,False,0.992469947302407,-0.0,False
45,ENSG00000004142,4.009567965106695,6.082994298555632e-05,False,0.7698809579292551,False,0.07210239795665592,False,0.07567332014192305,0.1135764219849339,False
46,ENSG00000004399,0.17999578314461134,0.8571558786964546,False,1.0,False,0.9949265619035293,False,1.0,-0.0,False
47,ENSG00000004455,-0.3497628522699868,0.7265166798263649,False,1.0,False,0.9863227538586742,False,1.0,-0.0,False
