,Gene,EffectSize,P-Value,FDR,pBH
0,ENSG00000000003,0.2697198042322631,0.027453344105997094,False,0.5238792743678657
2,ENSG00000000457,-0.04922656360921808,0.5718614822655943,False,0.8589529988938733
3,ENSG00000000460,-0.03389181775010221,0.6554814711393744,False,0.8907912456502709
4,ENSG00000000938,0.3095802520779537,0.20765429280826708,False,0.6724567810726747
5,ENSG00000000971,-0.04749784831701623,0.915440004393733,False,0.9771062276484548
6,ENSG00000001036,0.17004463712823992,0.1500179580966826,False,0.6294151336975429
7,ENSG00000001084,0.053882009137550646,0.4878934426775088,False,0.8189750392651765
8,ENSG00000001167,0.08727985570807544,0.17850334076688368,False,0.6541036219907487
9,ENSG00000001460,-0.12027470754788916,0.10467948246639734,False,0.6001002517817453
10,ENSG00000001461,-0.13147820432636453,0.32202699385999467,False,0.741380996888307
11,ENSG00000001497,0.21111171983424865,0.03437861231834072,False,0.5360974011934032
12,ENSG00000001561,-0.24529073365722753,0.10394410691840349,False,0.599530106461361
13,ENSG00000001617,0.2838632214067458,0.19570262653820536,False,0.6660030991377527
14,ENSG00000001626,0.001846247750132204,0.9862807738890771,False,0.9959776637681378
15,ENSG00000001629,0.051214819264572116,0.5196665555058535,False,0.8345180151291143
16,ENSG00000001630,-0.12242254544885169,0.49952805610333595,False,0.8250799121606063
17,ENSG00000001631,-0.0034167316821015203,0.9604967838478402,False,0.9898603322933178
18,ENSG00000002016,0.08579269530515052,0.4953438927107162,False,0.8228454138567599
19,ENSG00000002079,0.07062826589087393,0.5103889182805821,False,0.8296779202963542
20,ENSG00000002330,-0.07239313688129558,0.5650576018808671,False,0.8567721391119771
21,ENSG00000002549,0.33610320474136773,0.1221587401347211,False,0.6152577724290926
22,ENSG00000002586,0.5118919124627958,0.060537354732146303,False,0.5715512259144591
23,ENSG00000002587,-0.0036322268106374306,0.9805816260179707,False,0.9947128988450681
24,ENSG00000002745,-0.09037143895798048,0.5138575722084114,False,0.8311212028843935
25,ENSG00000002746,-0.3389232816292122,0.07190342224129002,False,0.5760022168266865
26,ENSG00000002822,-0.05463899549558537,0.5320745960476283,False,0.8406239073778333
27,ENSG00000002834,-0.23665603173482214,0.028640580876887273,False,0.5238792743678657
28,ENSG00000002919,-0.08317930805585856,0.3647013818944136,False,0.7619380895711743
29,ENSG00000002933,0.354565753592137,0.13340986882466913,False,0.6197537508145601
30,ENSG00000003056,-0.09573705483988579,0.631102148187529,False,0.8827487864628943
31,ENSG00000003096,-0.07361192713845116,0.5550056098028389,False,0.8530238269873631
32,ENSG00000003137,-0.7527235921293302,0.6243733211462246,False,0.8802992061426856
33,ENSG00000003147,-0.21195214804330959,0.10517984444017044,False,0.6016552761149014
