,Gene,EffectSize,P-Value,FDR,pBH
0,ENSG00000000003,0.2445461423810597,0.013815100875671414,False,0.711201879741381
1,ENSG00000000419,-0.043417829734322996,0.612960585968684,False,0.9260044733027273
2,ENSG00000000457,0.0034267257058031094,0.9700163746839675,False,0.9959436494126671
3,ENSG00000000460,-0.21028991270197941,0.008546525561895096,False,0.6569093266924558
4,ENSG00000000938,0.23285194268967693,0.19163550284287023,False,0.8060030146480094
5,ENSG00000000971,0.15580217857834355,0.6376374835932866,False,0.9317464330821201
6,ENSG00000001036,-0.06991142356419228,0.4554546472440584,False,0.8883443967107058
7,ENSG00000001084,-0.013124549164703759,0.8570359983230396,False,0.9805862814899995
8,ENSG00000001167,0.12231080247679856,0.012564020810088875,False,0.7030767050521041
9,ENSG00000001460,-0.1232069909462068,0.19832825750023875,False,0.8080351772968691
10,ENSG00000001461,-0.15093269080151886,0.0006375706934086339,False,0.2090533166771104
11,ENSG00000001497,0.06196369617487095,0.5403635545979284,False,0.9087693822967703
12,ENSG00000001561,-0.16059461202113431,0.11897674494370077,False,0.7863529825308113
13,ENSG00000001617,0.2881650911280917,0.1777411393536732,False,0.800632811789778
14,ENSG00000001626,-0.08354750607670892,0.6567701064656495,False,0.9365357524517878
15,ENSG00000001629,0.03461511447280145,0.6234658639010667,False,0.9281800546296761
16,ENSG00000001630,-0.1557017017088877,0.0964553316628226,False,0.7860509118751092
17,ENSG00000001631,0.06116528180739514,0.2557905134045788,False,0.8281734043053658
18,ENSG00000002016,0.08259309126585375,0.36442262578996054,False,0.8578012181192344
19,ENSG00000002079,0.31388111682077824,0.22763514550654884,False,0.821755409154126
20,ENSG00000002330,-0.028659756654050104,0.7395230140852276,False,0.9538324639047315
21,ENSG00000002549,0.11525308633754683,0.5715168257021397,False,0.9177091488524479
22,ENSG00000002586,0.39546284060617143,0.0748811806142193,False,0.7860509118751092
23,ENSG00000002587,-0.18735302746370439,0.16893332707079534,False,0.79730288945345
24,ENSG00000002745,-0.006712060135543746,0.9727171550975385,False,0.9964859369663878
25,ENSG00000002746,-0.15887708371773904,0.14408858246420228,False,0.79307381176408
26,ENSG00000002822,-0.013065893982407034,0.8574703190703694,False,0.9806215746425401
27,ENSG00000002834,-0.049207690435652415,0.4904607132561236,False,0.8985662640377079
28,ENSG00000002919,-0.03723955755512576,0.6006561615605752,False,0.9245463323554723
29,ENSG00000002933,0.2613364135794751,0.26718017210538636,False,0.8323863854632992
30,ENSG00000003056,-0.10338331135896318,0.16203265539336187,False,0.7948462056485045
31,ENSG00000003096,0.057270108211939764,0.5259366702577498,False,0.9060842816763444
33,ENSG00000003147,-0.00925479435062014,0.9870180519817183,False,0.9987314228507019
35,ENSG00000003393,-0.11059969946693532,0.07907036730806474,False,0.7860509118751092
36,ENSG00000003400,0.004480619270604607,0.9818549900590756,False,0.9981344787271391
37,ENSG00000003402,0.24114324714755214,0.0016580471939008842,False,0.3481317336246629
38,ENSG00000003436,0.1814514536464036,0.3000115648756161,False,0.8393868732817941
39,ENSG00000003509,-0.031435957437172896,0.6430024390939612,False,0.9327261898233467
40,ENSG00000003756,-0.011858167960964566,0.8317783140929064,False,0.9765276250798329
41,ENSG00000003987,-0.15628782163776694,0.07049473027300852,False,0.7860509118751092
42,ENSG00000003989,0.39493085036288134,0.1185531817688707,False,0.7863529825308113
43,ENSG00000004059,-0.20524408199969332,0.14321583678781857,False,0.79307381176408
44,ENSG00000004139,0.042199407391082217,0.608201714507217,False,0.9251704806339047
45,ENSG00000004142,-0.039945624830897274,0.5259603915536094,False,0.9060842816763444
46,ENSG00000004399,0.06349395910274518,0.46415887488911,False,0.8913842816203897
47,ENSG00000004455,0.05059011510270159,0.49001305141149143,False,0.8985662640377079
48,ENSG00000004468,0.20131428071802576,0.458196286264406,False,0.8887769574660234
49,ENSG00000004478,-0.060204693158212995,0.722519615371382,False,0.9501096429644023
51,ENSG00000004534,0.12359439806415604,0.249132760181212,False,0.8275656079504827
52,ENSG00000004660,-0.07731818092610047,0.6166359547074409,False,0.9263105676044702
53,ENSG00000004700,-0.09242350805500846,0.3455319421915153,False,0.8515700501435226
54,ENSG00000004766,-0.10080220338935675,0.21505366639612578,False,0.8150120697374953
55,ENSG00000004776,0.48456315316587245,0.03307639427026503,False,0.7666083752713975
56,ENSG00000004777,0.2007231058472748,0.12178465107761241,False,0.7863529825308113
57,ENSG00000004779,-0.0974620934374897,0.3212176530000508,False,0.8463545019337058
58,ENSG00000004799,0.22550757875932026,0.4391192021847794,False,0.8854146427002678
59,ENSG00000004838,0.11631813022234057,0.3536334935227792,False,0.8531265186493416
60,ENSG00000004848,0.06608083267002665,0.6038788493371265,False,0.9245463323554723
61,ENSG00000004864,-0.1466129459064234,0.31477245423343947,False,0.8437849030508756
62,ENSG00000004866,0.010953710665246481,0.8595245009081627,False,0.981139466756863
63,ENSG00000004897,-0.03820941188774419,0.4342340093218203,False,0.8842554386123379
64,ENSG00000004939,0.7304753459897351,1.0832665594578044e-08,True,1.2964534183591004e-05
65,ENSG00000004948,-0.057896710278765924,0.8287932193268024,False,0.9756550680079842
66,ENSG00000004961,-0.16966448904399117,0.017321637006313752,False,0.7468221112018204
67,ENSG00000004975,-0.07323152398096264,0.40050852788246616,False,0.8707546721181998
68,ENSG00000005007,0.052907486554469724,0.33692364169630384,False,0.8515700501435226
69,ENSG00000005020,-0.05968715383617501,0.6753015044481963,False,0.9390874602601534
70,ENSG00000005022,-0.14021276578239145,0.11277499351098563,False,0.7863529825308113
71,ENSG00000005059,0.07891555482580712,0.5761948284435645,False,0.9183761054060611
72,ENSG00000005075,0.13356509113161352,0.09307423954416573,False,0.7860509118751092
73,ENSG00000005100,-0.050398117382602865,0.30980271082737687,False,0.8425063444508061
74,ENSG00000005108,-0.02681959040953089,0.8260286378413131,False,0.9751140406255747
75,ENSG00000005156,0.03896939311267287,0.592171640195778,False,0.9229709560061173
76,ENSG00000005175,-0.025450577862811442,0.7430867204290179,False,0.9547013605127883
77,ENSG00000005187,0.0809805891272401,0.7197296646614665,False,0.9497189125218912
78,ENSG00000005189,0.07098302492321329,0.5936875303212927,False,0.9229709560061173
79,ENSG00000005194,-0.14159790875191128,0.10347882319109104,False,0.7860509118751092
80,ENSG00000005206,-0.044251441799131375,0.5833174250515962,False,0.9207003596508951
81,ENSG00000005238,0.037635458990403055,0.3913723561718825,False,0.8689924280981552
82,ENSG00000005243,0.2134221252890154,0.2651033245179164,False,0.8323319449959174
83,ENSG00000005249,-0.2599882794349358,0.06772560156378603,False,0.78508762316604
84,ENSG00000005302,-0.06107188963941003,0.2094012674904322,False,0.8143487917223328
85,ENSG00000005339,0.00916706217492397,0.8925662274746332,False,0.9843497870037966
86,ENSG00000005379,0.05056111688552596,0.5164528178086678,False,0.9029475133618339
87,ENSG00000005381,0.32815928584805887,0.0577057630743228,False,0.7842605787057961
88,ENSG00000005421,0.21988624120210962,0.15587272698790625,False,0.793153451811144
89,ENSG00000005436,-0.060171110115630824,0.2825557854658899,False,0.8382562527326246
90,ENSG00000005448,-0.14957573837660626,0.29097821556281367,False,0.8382562527326246
91,ENSG00000005469,-0.08601504463719392,0.43191774212484124,False,0.8831955826311555
92,ENSG00000005471,0.3274237412020779,0.14011031749347663,False,0.79307381176408
93,ENSG00000005483,0.07911514967622434,0.2467126017235941,False,0.8275656079504827
94,ENSG00000005486,-0.16334283791784943,0.17651162271879295,False,0.7999156767928439
95,ENSG00000005513,-0.0664460463201453,0.6854019754602584,False,0.9414002229079443
96,ENSG00000005700,0.004007536197702182,0.9416767154850193,False,0.9930033066274078
97,ENSG00000005801,0.017397321133566568,0.7791419665634298,False,0.9644203292285295
98,ENSG00000005810,-0.17648535032261728,0.08262741827575691,False,0.7860509118751092
99,ENSG00000005812,-0.0875237993259863,0.06083648309614813,False,0.7846974430461109
100,ENSG00000005844,-0.0767254405688936,0.8362067700907964,False,0.978037491420207
